SPBC11B10.05c	rsp1	
SPBC11B10.06	sws1	
SPBC11B10.07c	ivn1	
SPBC11B10.08	wwm1	wwm3
SPBC11B10.09	cdc2	cdk1
SPBC11B10.10c	pht1	
SPBC11C11.01		SPBC17D1.08
SPBC11C11.02	imp2	
SPBC11C11.03	ndc80	ndc10,tid3
SPBC11C11.04c	alp1	tsm1
SPBC11C11.05	knh1	
SPBC11C11.06c		
SPBC11C11.07	rpl1801	rpl18-1,rpl18
SPBC11C11.08	srp1	
SPBC11C11.09c	rpl502	rpl5-2,rpl5b
SPBC11C11.10	pus4	SPBC3B8.13c
SPBC11C11.11c	irc3	SPBC3B8.12
SPBC11G11.01	fis1	
SPBC11G11.02c	end3	
SPBC11G11.03	mrt4	
SPBC11G11.04	trs20	
SPBC11G11.05	rpa34	
SPBC11G11.06c	sme1	
SPBC11G11.07	mtr10	SPBC18H10.01
SPBC1215.01	shy1	
SPBC1215.02c	naa25	arm1,mdm20
SPBC1271.01c	pof13	
SPBC1271.02	stt3	
SPBC1271.03c		
SPBC1271.04c	dys1	dhs1
SPBC1271.05c		
SPBC1271.06c	mug96	
SPBC1271.07c		
SPBC1271.08c		
SPBC1271.09	tgp1	
SPBC1271.10c		
SPBC1271.11	pet802	
SPBC1271.12	osh41	kes1
SPBC1271.13	mrpl8	
SPBC1271.14	aga1	arg7
SPBC1271.15c	mti2	
SPBC1289.01c	chr4	cfh3,SPBC1539.11c
SPBC1289.02c	uap2	
SPBC1289.03c	spi1	
SPBC1289.04c	pob1	
SPBC1289.05c	vma10	
SPBC1289.06c	ppr8	
SPBC1289.07c	rpc40	rpa42
SPBC1289.08	uap1	qri1
SPBC1289.09	tim21	
SPBC1289.10c	adn2	
SPBC1289.11	spf38	cwf17
SPBC1289.12	usp109	
SPBC1289.13c	gmh6	
SPBC1289.14		SPBC8E4.10c
SPBC1289.15	pfl5	SPBC8E4.07c
SPBC1289.16c	cao2	SPBC8E4.06,spao2
SPBC1289.17	Tf2-11	SPBC8E4.11c
SPBC12C2.01c		SPBC17F3.03c
SPBC12C2.02c	ste20	ste16
SPBC12C2.03c		
SPBC12C2.04		
SPBC12C2.05c	bzz1	
SPBC12C2.06	dbp5	
SPBC12C2.07c	srm1	
SPBC12C2.08	dnm1	
SPBC12C2.09c	izh2	
SPBC12C2.10c	pst1	SPBC21D10.01c
SPBC12C2.11	gfa1	SPBC21D10.02
SPBC12C2.12c	glo1	SPBC21D10.03c
SPBC12C2.13c	fnx1	SPBC21D10.04c
SPBC12C2.14c		
SPBC12D12.01	sad1	SPBC16H5.01c
SPBC12D12.02c	cdm1	
SPBC12D12.03	cct1	
SPBC12D12.04c	pck2	sts6,pkc1,mok3
SPBC12D12.05c		
SPBC12D12.06	srb11	
SPBC12D12.07c	trx2	
SPBC12D12.08c	ned8	nedd8,ubl1,SPBC24C6.01c
SPBC12D12.09	rev7	
SPBC1306.01c	mef1	SPBC409.22c
SPBC1306.02	trm734	SPBC4.08,rtt10
SPBC1347.01c	rev1	SPBC215.16c
SPBC1347.02	ani1	fkbp39
SPBC1347.03	meu14	
SPBC1347.04	tim54	
SPBC1347.05c	scj1	
SPBC1347.06c	cki1	ck1
SPBC1347.07	rex2	
SPBC1347.08c	rnh202	
SPBC1347.09		
SPBC1347.10	cdc23	mcm10
SPBC1347.11	sro1	
SPBC1347.12	arp1	
SPBC1347.13c	mrm1	
SPBC1347.14c		
SPBC1348.01		
SPBC1348.02	ftm5	
SPBC1348.03	ftm6	
SPBC1348.04		
SPBC1348.05		
SPBC1348.06c		
SPBC1348.07		
SPBC1348.08c		
SPBC1348.09		
SPBC1348.10c		
SPBC1348.11		SPAC1348.11
SPBC1348.12		SPAC1348.12
SPBC1348.14c	ght7	SPBPB8B6.01c
SPBC1348.15		
SPBC13A2.01c	cbc2	
SPBC13A2.02	nup82	
SPBC13A2.03	bbl1	cds1
SPBC13A2.04c	ptr2	
SPBC13E7.01	cwf22	SPBC15D4.16
SPBC13E7.02	cwf24	
SPBC13E7.03c	vts1	
SPBC13E7.04	atp16	
SPBC13E7.05	gpi14	
SPBC13E7.06	msd1	mug172
SPBC13E7.07		
SPBC13E7.08c	leo1	
SPBC13E7.09	vrp1	
SPBC13E7.10c	brf1	SPBC30D10.20
SPBC13E7.11	rbd1	SPBC30D10.19c,rh1,ppp72
SPBC13G1.01c	nam9	
SPBC13G1.02	mpg2	
SPBC13G1.03c	pex14	
SPBC13G1.04c	abh1	
SPBC13G1.05		
SPBC13G1.06c	isd11	
SPBC13G1.07	swf1	
SPBC13G1.08c	ash2	
SPBC13G1.09	enp1	
SPBC13G1.10c	slh1	mug81
SPBC13G1.11	ykt6	
SPBC13G1.12	did2	
SPBC13G1.13	tfb2	SPBC31F10.01
SPBC13G1.14c	rns1	rnps1
SPBC13G1.15c		
SPBC13G1.16	smp2	SPNCRNA.543,SPNGAF69
SPBC146.01	med15	SPBP35G2.15
SPBC146.02		
SPBC146.03c	cut3	smc4
SPBC146.04	erv2	
SPBC146.05c	cwf25	
SPBC146.06c	fan1	
SPBC146.07	prp2	mis11,uaf1,ods1
SPBC146.08c	tif1102	
SPBC146.09c	lsd1	swm1,saf110
SPBC146.10	mug57	
SPBC146.11c	mug97	meu33
SPBC146.12	coq6	
SPBC146.13c	myo1	
SPBC146.14c	sec26	SPBC337.01c
SPBC14C8.01c	cut2	SPBC1815.02c
SPBC14C8.02	tim44	
SPBC14C8.03	fma2	ppp22
SPBC14C8.04	ilv6	
SPBC14C8.05c	meu17	
SPBC14C8.06	arc1	sop2
SPBC14C8.07c	cdc18	
SPBC14C8.09c	dbl3	
SPBC14C8.10	mrpl24	
SPBC14C8.11c		
SPBC14C8.12	rpb8	
SPBC14C8.13	ber1	
SPBC14C8.14c	pol5	
SPBC14C8.15		
SPBC14C8.16c	bot1	
SPBC14C8.17c	spt8	sep9
SPBC14C8.19	tam10	
SPBC14F5.01		SPBC1861.10
SPBC14F5.02	trs65	
SPBC14F5.03c	kap123	
SPBC14F5.04c	pgk1	
SPBC14F5.05c	sam1	
SPBC14F5.06	rli1	
SPBC14F5.07	doa10	ssm4
SPBC14F5.08	med7	
SPBC14F5.09c	ade8	
SPBC14F5.10c		
SPBC14F5.11c	snx41	mug186
SPBC14F5.12c	cbh2	
SPBC14F5.13c	pho8	
SPBC1539.01c	mrp15	mrpl15
SPBC1539.02		
SPBC1539.03c	arg41	
SPBC1539.04	tts1	
SPBC1539.05	cog3	
SPBC1539.06	acb1	
SPBC1539.07c	fmd1	
SPBC1539.08	arf6	
SPBC1539.09c	trp1	
SPBC1539.10	nop16	
SPBC15C4.01c	oca3	emc2
SPBC15C4.02		
SPBC15C4.03	mrs6	rep1
SPBC15C4.04c		
SPBC15C4.05	dhx29	
SPBC15C4.06c		SPBC21H7.01c
SPBC15D4.01c	klp9	SPBC2D10.21c
SPBC15D4.02	gsf1	
SPBC15D4.03	slm9	
SPBC15D4.04	gpt2	gpt,alg7
SPBC15D4.05	zng1	
SPBC15D4.06	naa30	mak3
SPBC15D4.07c	atg9	apg9
SPBC15D4.08c		
SPBC15D4.09c	met3	
SPBC15D4.10c	amo1	
SPBC15D4.11c		
SPBC15D4.12c	mug98	
SPBC15D4.13c		
SPBC15D4.14	taf51	taf73
SPBC15D4.15	pho2	
SPBC1604.01	egt1	SPBC1677.01c,mug158
SPBC1604.02c	ppr1	ppr11
SPBC1604.03c		
SPBC1604.04		
SPBC1604.05	pgi1	
SPBC1604.06c	noc4	nok4
SPBC1604.07	atp4	
SPBC1604.08c	imp1	
SPBC1604.09c	rex4	
SPBC1604.10	srb7	med21
SPBC1604.11	atp17	
SPBC1604.12		
SPBC1604.13c	mrpl32	
SPBC1604.14c	shk1	pak1,orb2
SPBC1604.15	gpi16	
SPBC1604.16c		
SPBC1604.17c	tti2	
SPBC1604.18c	cmp7	
SPBC1604.19c	trs8501	
SPBC1604.20c	tea2	klp4
SPBC1604.21c	ptr3	uba1,SPBC211.09
SPBC1604.25	pet117	SPNG1899
SPBC1652.01	stb3	
SPBC1652.02		SPBC16A3.20c
SPBC1677.02	dpm3	
SPBC1677.03c	tda1	
SPBC1683.01	pho841	
SPBC1683.02		
SPBC1683.03c	amf1	
SPBC1683.04		
SPBC1683.05		
SPBC1683.06c	urh1	
SPBC1683.07	mal1	
SPBC1683.08	ght4	
SPBC1683.09c	frp1	
SPBC1683.10c	pcl1	
SPBC1683.11c	icl1	
SPBC1683.12		
SPBC1683.13c	cha4	
SPBC1685.01	pmp1	dsp1
SPBC1685.02c	rps1202	rps12-2
SPBC1685.03	sec11	ppp69
SPBC1685.04		
SPBC1685.05	htr11	ppp45
SPBC1685.06	cid11	
SPBC1685.07c	avt5	
SPBC1685.08	cti6	
SPBC1685.09	rps29	
SPBC1685.10	rps27	
SPBC1685.11	rlp1	
SPBC1685.13	fhn1	
SPBC1685.14c	vid27	
SPBC1685.15c	klp6	sot2,SPBC649.01c
SPBC1685.16	vma9	
SPBC1685.17		
SPBC16A3.01	spn3	SPBC543.01c
SPBC16A3.02c		
SPBC16A3.03c	ppr7	
SPBC16A3.04	rsm25	
SPBC16A3.05c	rae1	cut21
SPBC16A3.06	tad1	
SPBC16A3.07c	nrm1	
SPBC16A3.08c	oga1	
SPBC16A3.09c	ufd1	
SPBC16A3.10	ale1	
SPBC16A3.11	eso1	
SPBC16A3.12c		
SPBC16A3.13	meu7	aah4
SPBC16A3.14		
SPBC16A3.15c	nda2	
SPBC16A3.16	coa5	
SPBC16A3.17c		
SPBC16A3.18	cip1	
SPBC16A3.19	eaf7	
SPBC16C6.01c		SPBC543.11c
SPBC16C6.02c	vps1302	vps13b
SPBC16C6.03c	rsa1	
SPBC16C6.04	dbl6	
SPBC16C6.05	tma22	
SPBC16C6.06	vps10	pep1
SPBC16C6.07c	rpt1	
SPBC16C6.08c	qcr6	
SPBC16C6.09	ogm4	oma4
SPBC16C6.10	chp2	
SPBC16C6.11	rpl3201	rpl32-1
SPBC16C6.12c	las1	
SPBC16C6.13c	sec27	
SPBC16C6.14	spo2	
SPBC16D10.01c	acl4	SPBC418.03c
SPBC16D10.02	trm11	
SPBC16D10.03	kae1	pgp2
SPBC16D10.04c	dna2	
SPBC16D10.05	mok13	
SPBC16D10.06	zrt1	
SPBC16D10.07c	sir2	
SPBC16D10.08c	hsp104	
SPBC16D10.09	pcn1	pcn
SPBC16D10.10	tad2	
SPBC16D10.11c	rps1801	rps18-1
SPBC16E9.01c	php4	SPBP16F5.09c
SPBC16E9.02c		
SPBC16E9.03c	coa1	
SPBC16E9.05	erg6	
SPBC16E9.06c	uvi31	
SPBC16E9.07	mug100	
SPBC16E9.08	mcp4	mug101
SPBC16E9.09c	erp5	erp6
SPBC16E9.10c	rix7	
SPBC16E9.11c	pub3	
SPBC16E9.12c	pab2	SPBC16E6.12c
SPBC16E9.13	ksp1	ppk20
SPBC16E9.14c	zrg17	
SPBC16E9.15		
SPBC16E9.16c	lsd90	
SPBC16E9.17c	rem1	
SPBC16E9.18	psd1	SPBC1E8.01
SPBC16E9.19	pac3	
SPBC16E9.20		
SPBC16G5.01	rpn12	mts3,SPBC342.07
SPBC16G5.02c	rbk1	
SPBC16G5.03	mrz1	
SPBC16G5.04	mrpl23	
SPBC16G5.05c	scs2	
SPBC16G5.06		
SPBC16G5.07c		
SPBC16G5.08	trp4	
SPBC16G5.09	kex1	ppp33
SPBC16G5.10	rrp42	
SPBC16G5.11c	bag101	bag1-a,bag1
SPBC16G5.12c	top3	
SPBC16G5.13	ptf2	
SPBC16G5.14c	rps3	
SPBC16G5.15c	fkh2	
SPBC16G5.16		
SPBC16G5.17		
SPBC16G5.18	erg24	
SPBC16G5.19		
SPBC16H5.02	pfk1	
SPBC16H5.03c	uba2	fub2
SPBC16H5.04	snd301	
SPBC16H5.05c	cyp7	cwf27
SPBC16H5.06	rip1	
SPBC16H5.07c	ppa2	
SPBC16H5.08c		
SPBC16H5.09c	omh2	
SPBC16H5.10c	prp43	
SPBC16H5.11c	skb1	rmt5
SPBC16H5.12c		SPNGAF91
SPBC16H5.13	wdr7	
SPBC16H5.14c		SPBC21H7.08
SPBC16H5.15	gem8	
SPBC1703.01c	pop4	SPBP4H10.22c
SPBC1703.02	rsc9	
SPBC1703.03c	syo2	
SPBC1703.04	mlh1	
SPBC1703.05	rio2	
SPBC1703.06	pof10	
SPBC1703.07	acl1	
SPBC1703.08c	fau1	
SPBC1703.09		
SPBC1703.10	ypt1	
SPBC1703.11	opa3	
SPBC1703.12	ubp9	
SPBC1703.13c		
SPBC1703.14c	top1	
SPBC1703.15c	vps33	SPBC2A9.01c
SPBC1706.01	tea4	wsh3
SPBC1706.02c	wtf2	SPBC1706.02
SPBC1706.03	fzo1	SPBC839.01
SPBC1709.01	chs2	SPBC1734.17
SPBC1709.02c	vrs1	vas1,SPBC1734.18c,ValRS1
SPBC1709.03		
SPBC1709.04c	cyp3	
SPBC1709.05	sks2	hsc1
SPBC1709.06	dus2	
SPBC1709.07	erg27	
SPBC1709.08	cft1	
SPBC1709.09	rrf1	
SPBC1709.10c	atx1	
SPBC1709.11c	png2	
SPBC1709.12	rid1	
SPBC1709.13c	set10	
SPBC1709.14	ngl1	png1
SPBC1709.15c	cft2	
SPBC1709.16c		
SPBC1709.17	met7	
SPBC1709.18	tif452	SPBC409.01
SPBC1709.19c	nfu1	
SPBC1709.20	pop8	
SPBC1711.01c	mat3-Mi	matMi,mat3-Mm-silenced,mat3-Mm
SPBC1711.02	mat3-Mc	matMc,mat3Mc,mat3-Mc-silenced
SPBC1711.03	emc3	aim27
SPBC1711.04	mtd1	
SPBC1711.05	srp40	
SPBC1711.06	rpl401	rpl4-1,rpl4
SPBC1711.07	rrb1	
SPBC1711.08	aha1	
SPBC1711.09c		
SPBC1711.10c	npl4	
SPBC1711.11	atg2402	
SPBC1711.12	ppp16	
SPBC1711.13	his2	
SPBC1711.14	rec15	
SPBC1711.15c		
SPBC1711.16	pwp1	
SPBC1711.17	prp16	SPBC17G9.01,prp14
SPBC1711.18	tam9	mrpl36
SPBC1718.01	pop1	ste16,SPBC2G2.18
SPBC1718.02	hop1	
SPBC1718.03	ker1	
SPBC1718.04	sct1	
SPBC1718.05	trs31	
SPBC1718.06	msp1	mgm1
SPBC1718.07c	zfs1	moc4
SPBC1734.01c	esf1	SPBC337.17c
SPBC1734.02c	cdc27	SPBC337.18c
SPBC1734.03	fol1	SPBC337.19
SPBC1734.04	anp1	SPBC337.20
SPBC1734.05c	spf31	
SPBC1734.06	rhp18	
SPBC1734.07c	trs8502	
SPBC1734.08	hse1	
SPBC1734.09	yea4	
SPBC1734.10c	ipa1	
SPBC1734.11	mas5	
SPBC1734.12c	alg12	
SPBC1734.13	atp3	
SPBC1734.14c	suc1	p13
SPBC1734.15	rsc4	brd1
SPBC1734.16c	pst3	
SPBC1773.01	far8	csc3
SPBC1773.02c	bcp1	
SPBC1773.03c		
SPBC1773.04		
SPBC1773.05c	tms1	
SPBC1773.06c	adh8	
SPBC1773.07c	sbp1	yrb1
SPBC1773.08c	omh4	
SPBC1773.09c	mug184	
SPBC1773.10c	nrs1	ded81
SPBC1773.11c	mug89	
SPBC1773.12		
SPBC1773.13		
SPBC1773.14	arg7	
SPBC1773.15	dal52	dal5h2
SPBC1773.16c		
SPBC1773.17c	gor2	SPBP26C9.01c
SPBC1778.01c	zuo1	mpp11,SPBC30D10.01
SPBC1778.02	rap1	lot2
SPBC1778.03c		
SPBC1778.04	spo6	
SPBC1778.05c	lam2	
SPBC1778.06c	fim1	
SPBC1778.07		
SPBC1778.08c	arc3	arc21,arc18
SPBC1778.09		
SPBC1778.10c	pdk1	SPBC4C3.11,ppk21
SPBC17A3.01c	tim50	SPBC8D2.21c
SPBC17A3.02	aim19	
SPBC17A3.03c		
SPBC17A3.04c	rar1	mrs1,mes1
SPBC17A3.05c		
SPBC17A3.06		
SPBC17A3.07	pgr1	
SPBC17A3.08		
SPBC17A3.09c	aim22	
SPBC17A3.10	pas4	
SPBC17D1.01	spp41	SPBC17D11.09
SPBC17D1.02	dph2	
SPBC17D1.03c	rrp43	
SPBC17D1.04	acr1	
SPBC17D1.05		
SPBC17D1.06	dbp3	
SPBC17D1.07c	npg1	
SPBC17D1.17	tam11	SPNGAF32
SPBC17D11.01	nep1	
SPBC17D11.02c	hrd1	
SPBC17D11.03c	pxp2	
SPBC17D11.04c	nto1	
SPBC17D11.05	tif301	tif32
SPBC17D11.06	spp2	pri2
SPBC17D11.07c	rpn2	
SPBC17D11.08	dca7	
SPBC17F3.01c	rga5	SPBC557.01
SPBC17F3.02	nak1	orb3,mor4
SPBC17G9.02c	cdc73	
SPBC17G9.03c	krs1	
SPBC17G9.04c	nup85	ptr5
SPBC17G9.05	rct1	cyp6
SPBC17G9.06c	sib3	
SPBC17G9.07	rps2402	rps24-2
SPBC17G9.08c	cnt5	csx2
SPBC17G9.09	tif213	
SPBC17G9.10	rpl1102	rpl11-2
SPBC17G9.11c	pyr1	
SPBC17G9.12c		
SPBC17G9.13c	cup1	
SPBC1815.01	eno101	eno1
SPBC1826.01c	mot1	
SPBC1861.01c	cnp3	SPBC56F2.13,mif2
SPBC1861.02	abp2	
SPBC1861.03	naa35	mak10
SPBC1861.04c	prp24	
SPBC1861.05		
SPBC1861.06c	mug131	
SPBC1861.07	elc1	
SPBC1861.08c	lea1	
SPBC1861.09	ppk22	
SPBC18A7.01	xpa1	SPBC4F6.19c,ppp52
SPBC18A7.02c		
SPBC18E5.01		SPBC29A3.19
SPBC18E5.02c	lcb1	SPBC29A3.20c
SPBC18E5.03c	sim4	
SPBC18E5.04	rpl1001	rpl10-1,rpl10
SPBC18E5.05c	elp5	iki1
SPBC18E5.06	rps21	
SPBC18E5.07	aim21	
SPBC18E5.08		
SPBC18E5.09c		
SPBC18E5.10		
SPBC18E5.11c	edc3	SPBC23G7.01c
SPBC18E5.12c	mas2	SPBC23G7.02c
SPBC18E5.13	mti3	SPBC23G7.03
SPBC18E5.14c		
SPBC18E5.15		
SPBC18H10.02	lcf1	
SPBC18H10.03	tif307	
SPBC18H10.04c	sce3	tif48
SPBC18H10.05		
SPBC18H10.06c	swd2	swd2.1
SPBC18H10.07	wbp4	
SPBC18H10.08c	ubp4	
SPBC18H10.09		
SPBC18H10.10c	saf4	
SPBC18H10.11c	ppr2	
SPBC18H10.12c	rpl701	rpl7,rpl7-1
SPBC18H10.13	rps1402	rps14-2
SPBC18H10.14	rps1601	rps16-1
SPBC18H10.15	cdk11	ppk23
SPBC18H10.16	vhc1	
SPBC18H10.17c	mhr1	
SPBC18H10.18c		
SPBC18H10.19	vps38	
SPBC18H10.20c	any1	arn1,art1,can1
SPBC1921.01c	rpl35A02	rpl37-1,rpl37
SPBC1921.02	rad60	
SPBC1921.03c	mex67	
SPBC1921.04c		
SPBC1921.05	ape2	tma108
SPBC1921.06c	pvg3	mug49
SPBC1921.07c	sgf29	SPBC21D10.13
SPBC19C2.01	cdc28	prp8
SPBC19C2.02	pmt1	dnmt2
SPBC19C2.03	rpc10	rpb12
SPBC19C2.04c	ubp11	
SPBC19C2.05	pat1	ran1
SPBC19C2.06c	mug124	
SPBC19C2.07	fba1	
SPBC19C2.08	prp38	
SPBC19C2.09	sre1	
SPBC19C2.10		
SPBC19C2.11c	mdm34	
SPBC19C2.12	mrpl51	
SPBC19C2.13c	ctu2	
SPBC19C2.14	smd3	
SPBC19C2.15c	phs1	SPBC2F12.16
SPBC19C7.01	mni1	SPBC32F12.13c
SPBC19C7.02	ubr1	SPBC32F12.14
SPBC19C7.03	cyr1	git2
SPBC19C7.04c		
SPBC19C7.05	rcr1	
SPBC19C7.06	prs1	
SPBC19C7.07c	sen34	
SPBC19C7.08c	ppm2	
SPBC19C7.09c	uve1	uvde
SPBC19C7.10	bqt4	
SPBC19C7.11		
SPBC19C7.12c	omh1	
SPBC19F5.01c	puc1	SPBP8B7.32c
SPBC19F5.02c	utp4	
SPBC19F5.03	sac11	
SPBC19F5.04		
SPBC19F5.05c	ppp1	SPBC25D12.01c
SPBC19F8.01c	spn7	SPBC21.08c,mde8,SPBC21.08
SPBC19F8.02	nud3	
SPBC19F8.03c	yap18	
SPBC19F8.04c	lcl3	
SPBC19F8.05		
SPBC19F8.06c	meu22	
SPBC19F8.07	mcs6	crk1,mop1,cdk7
SPBC19F8.08	rps401	rps4-1,rps4,SPBC25H2.17c
SPBC19G7.01c	msh2	swi8,mut3,SPBC24C6.12c
SPBC19G7.02	abz2	
SPBC19G7.03c	rps3002	rps30-2,rps30
SPBC19G7.04		
SPBC19G7.05c	bgs1	cps1,drc1,swl1
SPBC19G7.06	mbx1	
SPBC19G7.07c	ppr3	dmr1
SPBC19G7.08c	art1	
SPBC19G7.09	ulp1	
SPBC19G7.10c	pdc2	ppo1
SPBC19G7.13	tbf1	trf1
SPBC19G7.14c	cog5	
SPBC19G7.15	nup44	
SPBC19G7.16	iws1	
SPBC19G7.17	sec6102	SPBC36B7.01
SPBC19G7.18c		SPBC19G7.11c
SPBC19G7.19	tom5	
SPBC1A4.01	apc10	SPBC1E8.06
SPBC1A4.02c	leu1	SPBC1E8.07c
SPBC1A4.03c	top2	ptr11
SPBC1A4.04		
SPBC1A4.05	blt1	
SPBC1A4.06c	tam41	
SPBC1A4.07c	sof1	
SPBC1A4.08c	cct3	
SPBC1A4.09	pus7	
SPBC1A4.10c	med14	pmc1,SPBP23A10.01c
SPBC1A4.11c		
SPBC1D7.01	pfd1	gim6
SPBC1D7.02c	scr1	SPBC1D7.02
SPBC1D7.03	clg1	mug80,SPBC1D7.03c
SPBC1D7.04	mlo3	SPBC1D7.04c
SPBC1D7.05	byr2	ste8,SPBC2F12.01
SPBC1E8.02		
SPBC1E8.03c		
SPBC1E8.04	Tf2-10	
SPBC1E8.05	knh4	
SPBC20F10.01	gar1	SPBC25H2.01c
SPBC20F10.02c		
SPBC20F10.03		
SPBC20F10.04c	nse4	rad62
SPBC20F10.05	nrl1	
SPBC20F10.06	mad2	
SPBC20F10.07	ltc1	lam6
SPBC20F10.08c	rtp1	
SPBC20F10.09	lsm5	
SPBC20F10.10	psl1	
SPBC21.01	mis17	SPBC776.19
SPBC21.02	rtc5	
SPBC21.03c		
SPBC21.04	med8	sep15
SPBC21.05c	ral2	
SPBC21.06c	cdc7	pld1,its10
SPBC21.07c	ppk24	
SPBC211.01	rsm10	SPBC23E6.11
SPBC211.02c	cwf3	syf1
SPBC211.03c	gea1	
SPBC211.04c	mcm6	mis5
SPBC211.05	sap10	
SPBC211.06	gfh1	
SPBC211.07c	ubc8	
SPBC211.08c	mtr3	
SPBC215.01		SPBC3B9.20
SPBC215.02	pfd5	bob1,gim5
SPBC215.03c	csn1	
SPBC215.04	git11	
SPBC215.05	gpd1	
SPBC215.06c		
SPBC215.07c	pdp2	
SPBC215.08c	arg4	
SPBC215.09c	erg10	
SPBC215.10	odr1	
SPBC215.11c		
SPBC215.12	cwf10	spef2,snu114,csp4
SPBC215.13	mtl3	mtl1
SPBC215.14c	vps20	
SPBC215.15	sec13	
SPBC216.01c	psy2	SPBC713.13c
SPBC216.02	num1	mcp5,mug21
SPBC216.03		
SPBC216.04c	mxr2	MsrB
SPBC216.05	rad3	
SPBC216.06c	swi1	
SPBC216.07c	tor2	SPBC646.01c
SPBC21B10.02		
SPBC21B10.03c	ath1	
SPBC21B10.04c	nrf1	
SPBC21B10.05c	pop3	wat1,lst8
SPBC21B10.06c	inp2	
SPBC21B10.07	crr1	
SPBC21B10.08c		
SPBC21B10.09		
SPBC21B10.10	rps402	rps4-2
SPBC21B10.11	dpm2	
SPBC21B10.12	rec6	
SPBC21B10.13c	yox1	
SPBC21B10.14	kgd4	ymr31
SPBC21B10.15		
SPBC21C3.01c	vps1301	vps13a,SPBC31F10.18c
SPBC21C3.02c	dep1	
SPBC21C3.03		
SPBC21C3.04c	mrx14	
SPBC21C3.05	sap62	
SPBC21C3.06		
SPBC21C3.07c	trm140	
SPBC21C3.08c	car2	
SPBC21C3.09c	oaa1	
SPBC21C3.10c	rib7	
SPBC21C3.11	ubx4	
SPBC21C3.12c		
SPBC21C3.13	rps1901	rps19-1
SPBC21C3.14c		
SPBC21C3.15c		
SPBC21C3.16c	spt4	
SPBC21C3.17c	psg1	
SPBC21C3.18	spo4	
SPBC21C3.19	rtc3	
SPBC21C3.20c	git1	
SPBC21D10.05c	ucp3	soc2
SPBC21D10.06c	map4	
SPBC21D10.07	cmc1	
SPBC21D10.08c		
SPBC21D10.09c	rkr1	ltn1
SPBC21D10.10	bdc1	
SPBC21D10.11c	nfs1	
SPBC21D10.12	hob1	
SPBC21H7.02	taf10	
SPBC21H7.03c		
SPBC21H7.04	dbp7	
SPBC21H7.05	sfc6	
SPBC21H7.06c	opi10	
SPBC21H7.07c	his5	
SPBC23E6.01c	cxr1	SPBPJ758.01
SPBC23E6.02	rrp2	
SPBC23E6.03c	nta1	
SPBC23E6.04c	utp10	
SPBC23E6.05	arx1	ppp63
SPBC23E6.06c	rib3	
SPBC23E6.07c	rfc1	
SPBC23E6.08	rgp1	sat1
SPBC23E6.09	ssn6	
SPBC23E6.10c	mri1	
SPBC23G7.04c	nif1	
SPBC23G7.05	sui1	psu1
SPBC23G7.06c	nvj2	
SPBC23G7.07c	cms1	
SPBC23G7.08c	rga7	
SPBC23G7.09	mat1-Mc	matMc,mat1Mc
SPBC23G7.10c		
SPBC23G7.11	mag2	
SPBC23G7.12c	rpt6	let1
SPBC23G7.13c		
SPBC23G7.14		
SPBC23G7.15c	rpp202	rpp2-2,rpa4
SPBC23G7.16	ctr6	
SPBC23G7.17c	mat1-Mi	mat1-Mm,matMi,matMm
SPBC244.01c	sid4	
SPBC244.02c	utp6	
SPBC24C6.02	spb4	
SPBC24C6.03		
SPBC24C6.04	put2	
SPBC24C6.05	sec28	
SPBC24C6.06	gpa1	
SPBC24C6.07	cdc14	
SPBC24C6.08c	bhd1	bhd,lst7
SPBC24C6.09c		
SPBC24C6.10c	dip1	
SPBC24C6.11	cwf14	
SPBC24C6.13	coa6	new16
SPBC25B2.01	hbs1	SPBC2G5.08
SPBC25B2.02c	mam1	SPBC2G5.09c
SPBC25B2.03		
SPBC25B2.04c	mtg1	
SPBC25B2.05	mis3	
SPBC25B2.06c	btb2	
SPBC25B2.07c	mmb1	mug164
SPBC25B2.08		
SPBC25B2.09c	mrs1	rrs1
SPBC25B2.10		
SPBC25B2.11	pof2	
SPBC25D12.02c	dnt1	
SPBC25D12.03c	mcm7	
SPBC25D12.04	suc22	
SPBC25D12.05	trm1	
SPBC25D12.06	mrh5	
SPBC25H2.02	trs1	ths1
SPBC25H2.03	vac14	
SPBC25H2.04c	tim22	
SPBC25H2.05	egd2	nac1
SPBC25H2.06c	hrf1	
SPBC25H2.07	tif11	
SPBC25H2.08c	mrs2	
SPBC25H2.09	mic19	mic25
SPBC25H2.10c	tan1	
SPBC25H2.11c	spt7	
SPBC25H2.12c	cct7	
SPBC25H2.13c	cdc20	pol2
SPBC25H2.14	mug16	
SPBC25H2.15	trs401	tsr4
SPBC25H2.16c	gga22	
SPBC25H2.18	cox20	
SPBC26H8.01	thi2	nmt2
SPBC26H8.02c	sec9	
SPBC26H8.03	cho2	
SPBC26H8.04c	iml1	
SPBC26H8.05c	pph3	ppe2
SPBC26H8.06	grx4	
SPBC26H8.07c	nda3	ben1,alp12
SPBC26H8.08c	grn1	
SPBC26H8.09c	snf59	
SPBC26H8.10	dis3	rrp44
SPBC26H8.11c	the4	
SPBC26H8.12	cyc3	
SPBC26H8.13c		
SPBC26H8.14c	cox17	
SPBC26H8.16	sdh8	
SPBC27.01c	pga2	
SPBC27.02c	ask1	mug181
SPBC27.03	meu25	
SPBC27.04	uds1	
SPBC27.05		
